emitter,txpower,rssi,timestamp,lat_emit,lng_emit,lat_sensor,lng_sensor,plot_timestamp,rc,color,width,sensor
21,5,-64.74570446735395,2021-04-23 00:01:24.610000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 00:00:00+00:00,-0.0,"[255.0, 91.62509548421984, 0.0]",10.5,25
21,5,-70.58620689655173,2021-04-23 00:16:24.790000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 00:15:00+00:00,0.09020679406064197,"[255.0, 241.24985234398994, 0.0]",14.784822717880495,25
21,5,-74.72459016393442,2021-04-23 00:31:24.233000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 00:30:00+00:00,0.1541242894594193,"[255.0, 255.0, 140.81238581238583]",17.82090374932242,25
21,5,-70.95578231292517,2021-04-23 00:46:24.547000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 00:45:00+00:00,0.09591490117622341,"[255.0, 251.7498352815177, 0.0]",15.055957805870612,25
21,5,-72.33561643835615,2021-04-23 01:01:23.973000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 01:00:00+00:00,0.11722649453647063,"[255.0, 255.0, 50.24979524979527]",16.068258490482357,25
21,5,-74.7173144876325,2021-04-23 01:16:24.395000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 01:15:00+00:00,0.15401191634738398,"[255.0, 255.0, 140.81238581238583]",17.81556602650074,25
21,5,-72.3728813559322,2021-04-23 01:31:24.634000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 01:30:00+00:00,0.11780205268171914,"[255.0, 255.0, 50.24979524979527]",16.095597502381658,25
21,5,-73.45547945205479,2021-04-23 01:46:23.964000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 01:45:00+00:00,0.13452282365840165,"[255.0, 255.0, 93.56233856233858]",16.88983412377408,25
21,5,-75.1362126245847,2021-04-23 02:01:24.291000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 02:00:00+00:00,0.16048181485877341,"[255.0, 255.0, 156.56240156240156]",18.122886205791737,25
21,5,-71.73519163763065,2021-04-23 02:16:24.821000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 02:15:00+00:00,0.1079529094289327,"[255.0, 255.0, 26.624771624771647]",15.627763197874302,25
21,5,-70.23287671232877,2021-04-23 02:31:25.189000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 02:30:00+00:00,0.08474959520660662,"[255.0, 233.37486514084418, 0.0]",14.525605772313813,25
21,5,-88.03809523809524,2021-04-23 02:46:24.521000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 02:45:00+00:00,0.3597519088310449,"[255.0, 255.0, 255.0]",27.588215669474632,25
21,5,-69.17437722419929,2021-04-23 03:01:26.332000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 03:00:00+00:00,0.06840102819606153,"[255.0, 204.49991206264292, 0.0]",13.749048839312923,25
21,5,-71.25531914893617,2021-04-23 03:16:24.695000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 03:15:00+00:00,0.10054125961150823,"[255.0, 255.0, 6.937251937251962]",15.27570983154664,25
21,5,-71.59717314487632,2021-04-23 03:31:25.043000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 03:30:00+00:00,0.10582120827763981,"[255.0, 255.0, 18.749763749763773]",15.526507393187892,25
21,5,-65.34642857142858,2021-04-23 03:46:24.340000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 03:45:00+00:00,0.009278207859758886,"[255.0, 104.7500741561295, 0.0]",10.940714873338546,25
21,5,-74.78980891719746,2021-04-23 04:01:24.825000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 04:00:00+00:00,0.15513159571702476,"[255.0, 255.0, 144.74988974988977]",17.868750796558675,25
21,5,-70.97938144329896,2021-04-23 04:31:25.232000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 04:30:00+00:00,0.09627939069051536,"[255.0, 251.7498352815177, 0.0]",15.07327105779948,25
21,5,-70.40989399293287,2021-04-23 04:46:25.290000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 04:45:00+00:00,0.08748363419900566,"[255.0, 235.9998608752261, 0.0]",14.65547262445277,25
21,5,-72.10231023102311,2021-04-23 05:01:24.518000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 05:00:00+00:00,0.11362307081512273,"[255.0, 255.0, 38.43728343728346]",15.897095863718329,25
21,5,-70.15719063545151,2021-04-23 05:16:24.073000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 05:15:00+00:00,0.083580620716331,"[255.0, 230.74986940646224, 0.0]",14.470079484025723,25
21,5,-73.20588235294117,2021-04-23 05:31:23.826000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 05:30:00+00:00,0.13066778646069124,"[255.0, 255.0, 81.74982674982677]",16.706719856882835,25
21,5,-69.55633802816901,2021-04-23 05:46:24.448000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 05:45:00+00:00,0.07430042811937708,"[255.0, 214.99989500017062, 0.0]",14.029270335670411,25
21,5,-70.54982817869416,2021-04-23 06:01:25.015000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 06:00:00+00:00,0.08964492330555711,"[255.0, 241.24985234398994, 0.0]",14.758133857013963,25
21,5,-70.91973244147157,2021-04-23 06:16:23.845000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 06:15:00+00:00,0.09535810946702553,"[255.0, 251.7498352815177, 0.0]",15.029510199683713,25
21,5,-71.23509933774834,2021-04-23 06:31:24.449000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 06:30:00+00:00,0.10022896381746023,"[255.0, 255.0, 6.937251937251962]",15.26087578132936,25
21,5,-69.2756183745583,2021-04-23 06:46:23.995000+00:00,26.713438,-80.05368,26.713333,-80.053663,2021-04-23 06:45:00+00:00,0.06996470182031043,"[255.0, 207.12490779702486, 0.0]",13.823323336464746,25
